Gene,GO_Description_Text
HCAR2,[BP] G protein-coupled receptor signaling pathway; apoptotic process; negative regulation of lipid catabolic process; neutrophil apoptotic process; positive regulation of adiponectin secretion; positive regulation of neutrophil apoptotic process; signal transduction [CC] cell junction; membrane; plasma membrane [MF] G protein-coupled receptor activity; nicotinic acid receptor activity
OXER1,"[BP] G protein-coupled receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; signal transduction [CC] membrane; plasma membrane [MF] 5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding; 5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding; 5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding; G protein-coupled receptor activity; protein binding"
MRGPRD,[BP] G protein-coupled receptor signaling pathway; adenylate cyclase-activating G protein-coupled receptor signaling pathway; angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure; signal transduction [CC] extracellular space; membrane; plasma membrane [MF] G protein-coupled peptide receptor activity; G protein-coupled receptor activity
GPR152,[BP] G protein-coupled receptor signaling pathway; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; identical protein binding; protein binding
VN1R17P,[BP] G protein-coupled receptor signaling pathway; response to pheromone; sensory perception of chemical stimulus; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; pheromone binding; pheromone receptor activity
GPBAR1,[BP] G protein-coupled receptor signaling pathway; adenylate cyclase-activating G protein-coupled bile acid receptor signaling pathway; cellular response to bile acid; positive regulation of ERK1 and ERK2 cascade; positive regulation of cholangiocyte proliferation; regulation of bicellular tight junction assembly; signal transduction [CC] cytoplasm; membrane; plasma membrane; receptor complex [MF] G protein-coupled bile acid receptor activity; G protein-coupled receptor activity; protein binding
RXFP4,[BP] G protein-coupled receptor signaling pathway; neuropeptide signaling pathway; positive regulation of feeding behavior; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; galanin receptor activity; protein binding
GPR151,[BP] G protein-coupled receptor signaling pathway; positive regulation of immune response; regulation of synaptic vesicle exocytosis; response to acidic pH; response to ischemia; signal transduction [CC] cholinergic synapse; membrane; plasma membrane; presynaptic membrane; synaptic vesicle membrane [MF] G protein-coupled receptor activity; identical protein binding; protein binding
GPR148,[BP] G protein-coupled receptor signaling pathway; detection of chemical stimulus involved in sensory perception of smell; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; odorant binding; olfactory receptor activity; protein binding
GPR119,[BP] G protein-coupled receptor signaling pathway; adenylate cyclase-activating G protein-coupled receptor signaling pathway; insulin secretion; signal transduction [CC] cytoplasm; membrane; plasma membrane; receptor complex [MF] G protein-coupled receptor activity; lipid binding; phosphatidylcholine binding; protein binding
LRRC8C,[BP] aspartate transmembrane transport; cellular response to osmotic stress; cyclic-GMP-AMP transmembrane import across plasma membrane; fat cell differentiation; monoatomic anion transmembrane transport; monoatomic ion transmembrane transport; monoatomic ion transport; protein hexamerization; taurine transmembrane transport [CC] cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; monoatomic ion channel complex; plasma membrane [MF] protein binding; volume-sensitive anion channel activity
ST7L,[BP] negative regulation of cell growth [CC] membrane [MF] None
SYTL5,[BP] exocytosis; intracellular protein transport [CC] exocytic vesicle; membrane; plasma membrane [MF] metal ion binding; neurexin family protein binding; phospholipid binding; protein binding; small GTPase binding; zinc ion binding
FAT3,[BP] anatomical structure formation involved in morphogenesis; animal organ morphogenesis; cell adhesion; cell morphogenesis involved in neuron differentiation; cell-cell adhesion mediated by cadherin; dendrite development; homophilic cell adhesion via plasma membrane adhesion molecules; interneuron migration; negative regulation of dendrite development; neuron migration; regulation of plasma membrane bounded cell projection organization; retina layer formation [CC] adherens junction; dendrite; membrane; neuron projection; plasma membrane [MF] calcium ion binding
ACMSD,[BP] L-tryptophan catabolic process; negative regulation of quinolinate biosynthetic process; picolinic acid biosynthetic process; regulation of 'de novo' NAD biosynthetic process from L-tryptophan; secondary metabolic process [CC] cytoplasm; cytosol [MF] aminocarboxymuconate-semialdehyde decarboxylase activity; carboxy-lyase activity; hydrolase activity; lyase activity; metal ion binding; protein binding; zinc ion binding
CSGALNACT1,[BP] UDP-N-acetylgalactosamine metabolic process; UDP-glucuronate metabolic process; cartilage development; chondroitin sulfate proteoglycan biosynthetic process; chondroitin sulfate proteoglycan metabolic process; dermatan sulfate proteoglycan biosynthetic process; endochondral ossification; extracellular matrix organization; heparan sulfate proteoglycan biosynthetic process; heparin proteoglycan biosynthetic process; proteoglycan biosynthetic process [CC] Golgi apparatus; Golgi cisterna membrane; Golgi membrane; membrane [MF] acetylgalactosaminyltransferase activity; glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity; glucuronosyltransferase activity; glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity; metal ion binding; peptidoglycan glycosyltransferase activity; transferase activity
NEK7,[BP] NLRP3 inflammasome complex assembly; cellular response to potassium ion; interleukin-1-mediated signaling pathway; interleukin-18-mediated signaling pathway; positive regulation of NLRP3 inflammasome complex assembly; positive regulation of inflammatory response; positive regulation of interleukin-1 beta production; positive regulation of interleukin-18 production; positive regulation of telomere maintenance; protein maturation; protein phosphorylation; protein secretion; pyroptotic inflammatory response; regulation of chromosome organization; regulation of mitotic cell cycle; spindle assembly [CC] centrosome; cytoplasm; cytoskeleton; microtubule; microtubule organizing center; nucleoplasm; nucleus; spindle pole [MF] ATP binding; kinase activity; metal ion binding; molecular function activator activity; nucleotide binding; protein binding; protein kinase activity; protein serine kinase activity; protein serine/threonine kinase activity; transferase activity
PKD1L1,[BP] calcium ion transmembrane transport; calcium ion transport; cell-cell adhesion; detection of mechanical stimulus; detection of nodal flow; left/right axis specification; monoatomic ion transmembrane transport; monoatomic ion transport [CC] calcium channel complex; cell projection; ciliary membrane; cilium; membrane; non-motile cilium; plasma membrane [MF] calcium channel activity; protein binding
RB1CC1,[BP] apoptotic process; autophagosome assembly; autophagy; autophagy of mitochondrion; defense response to virus; extrinsic apoptotic signaling pathway; glycophagy; heart development; innate immune response; liver development; negative regulation of apoptotic process; negative regulation of cell population proliferation; negative regulation of extrinsic apoptotic signaling pathway; pexophagy; piecemeal microautophagy of the nucleus; positive regulation of JNK cascade; positive regulation of autophagy; positive regulation of cell size; reticulophagy; ribophagy [CC] Atg1/ULK1 kinase complex; autophagosome membrane; cytoplasm; cytosol; endoplasmic reticulum membrane; lysosome; nuclear membrane; nucleus; organelle membrane; phagophore assembly site; phagophore assembly site membrane; vacuole [MF] molecular adaptor activity; protein binding; protein kinase binding
